中文简称,地区码,区域名称,上级区域编码,
临河镇,640181105,临河镇,640181,
梧桐树乡,640181200,梧桐树乡,640181,
白土岗乡,640181201,白土岗乡,640181,
灵武农场,640181400,灵武农场,640181,
狼皮子梁管委会,640181401,狼皮子梁管委会,640181,
长胜街道,640202001,长胜街道,640202,
朝阳街道,640202002,朝阳街道,640202,
人民路街道,640202003,人民路街道,640202,
长城街道,640202004,长城街道,640202,
青山街道,640202005,青山街道,640202,
石炭井街道,640202006,石炭井街道,640202,
白芨沟街道,640202007,白芨沟街道,640202,
沟口街道,640202008,沟口街道,640202,
长兴街道,640202010,长兴街道,640202,
锦林街道,640202011,锦林街道,640202,
星海镇,640202100,星海镇,640202,
育才路街道,640205001,育才路街道,640205,
南街街道,640205002,南街街道,640205,
中街街道,640205003,中街街道,640205,
北街街道,640205004,北街街道,640205,
河滨街道,640205005,河滨街道,640205,
火车站街道,640205006,火车站街道,640205,
红果子镇,640205100,红果子镇,640205,
尾闸镇,640205101,尾闸镇,640205,
园艺镇,640205102,园艺镇,640205,
庙台乡,640205200,庙台乡,640205,
礼和乡,640205201,礼和乡,640205,
燕子墩乡,640205202,燕子墩乡,640205,
简泉农场,640205401,简泉农场,640205,
国营农林牧场,640205402,国营农林牧场,640205,
良种繁殖场,640205403,良种繁殖场,640205,
城关镇,640221100,城关镇,640221,
黄渠桥镇,640221101,黄渠桥镇,640221,
宝丰镇,640221102,宝丰镇,640221,
头闸镇,640221103,头闸镇,640221,
姚伏镇,640221104,姚伏镇,640221,
崇岗镇,640221105,崇岗镇,640221,
陶乐镇,640221106,陶乐镇,640221,
高庄乡,640221200,高庄乡,640221,
灵沙乡,640221201,灵沙乡,640221,
渠口乡,640221202,渠口乡,640221,
通伏乡,640221203,通伏乡,640221,
高仁乡,640221204,高仁乡,640221,
红崖子乡,640221205,红崖子乡,640221,
前进农场,640221400,前进农场,640221,
金积镇,640302100,金积镇,640302,
金银滩镇,640302101,金银滩镇,640302,
高闸镇,640302102,高闸镇,640302,
扁担沟镇,640302103,扁担沟镇,640302,
上桥镇,640302104,上桥镇,640302,
古城镇,640302105,古城镇,640302,
金星镇,640302106,金星镇,640302,
胜利镇,640302107,胜利镇,640302,
东塔寺乡,640302200,东塔寺乡,640302,
板桥乡,640302201,板桥乡,640302,
马莲渠乡,640302202,马莲渠乡,640302,
郭家桥乡,640302203,郭家桥乡,640302,
巴浪湖农场,640302400,巴浪湖农场,640302,
孙家滩管委会,640302401,孙家滩管委会,640302,
太阳山开发区,640302402,太阳山开发区,640302,
红寺堡开发区红寺堡镇,640303100,红寺堡开发区红寺堡镇,640303,
红寺堡开发区太阳山镇,640303101,红寺堡开发区太阳山镇,640303,
红寺堡开发区大河乡,640303200,红寺堡开发区大河乡,640303,
红寺堡开发区南川乡,640303201,红寺堡开发区南川乡,640303,
红寺堡工业园区,640303400,红寺堡工业园区,640303,
花马池镇,640323100,花马池镇,640323,
大水坑镇,640323101,大水坑镇,640323,
惠安堡镇,640323102,惠安堡镇,640323,
高沙窝镇,640323103,高沙窝镇,640323,
王乐井乡,640323200,王乐井乡,640323,
冯记沟乡,640323201,冯记沟乡,640323,
青山乡,640323202,青山乡,640323,
麻黄山乡,640323203,麻黄山乡,640323,
豫海镇,640324100,豫海镇,640324,
河西镇,640324101,河西镇,640324,
韦州镇,640324102,韦州镇,640324,
下马关镇,640324103,下马关镇,640324,
预旺镇,640324104,预旺镇,640324,
王团镇,640324105,王团镇,640324,
丁塘镇,640324106,丁塘镇,640324,
田老庄乡,640324201,田老庄乡,640324,
马高庄乡,640324202,马高庄乡,640324,
张家塬乡,640324203,张家塬乡,640324,
兴隆乡,640324204,兴隆乡,640324,
裕民街道,640381001,裕民街道,640381,
小坝镇,640381100,小坝镇,640381,
大坝镇,640381101,大坝镇,640381,
青铜峡镇,640381102,青铜峡镇,640381,
叶盛镇,640381103,叶盛镇,640381,
瞿靖镇,640381104,瞿靖镇,640381,
峡口镇,640381105,峡口镇,640381,
邵岗镇,640381106,邵岗镇,640381,
陈袁滩镇,640381107,陈袁滩镇,640381,
连湖农场,640381400,连湖农场,640381,
树新林场,640381401,树新林场,640381,
南关街道,640402001,南关街道,640402,
新区街道,640402002,新区街道,640402,
北塬街道,640402003,北塬街道,640402,
三营镇,640402100,三营镇,640402,
官厅镇,640402103,官厅镇,640402,
开城镇,640402104,开城镇,640402,
张易镇,640402105,张易镇,640402,
彭堡镇,640402106,彭堡镇,640402,
头营镇,640402107,头营镇,640402,
黄铎堡镇,640402108,黄铎堡镇,640402,
中河乡,640402200,中河乡,640402,
河川乡,640402201,河川乡,640402,
炭山乡,640402204,炭山乡,640402,
寨科乡,640402205,寨科乡,640402,
吉强镇,640422100,吉强镇,640422,
兴隆镇,640422101,兴隆镇,640422,
平峰镇,640422102,平峰镇,640422,
新营乡,640422200,新营乡,640422,
红耀乡,640422201,红耀乡,640422,
田坪乡,640422202,田坪乡,640422,
马建乡,640422203,马建乡,640422,
震湖乡,640422204,震湖乡,640422,
兴平乡,640422205,兴平乡,640422,
西滩乡,640422206,西滩乡,640422,
王民乡,640422207,王民乡,640422,
什字乡,640422208,什字乡,640422,
马莲乡,640422209,马莲乡,640422,
将台乡,640422210,将台乡,640422,
硝河乡,640422211,硝河乡,640422,
偏城乡,640422212,偏城乡,640422,
沙沟乡,640422213,沙沟乡,640422,
白崖乡,640422214,白崖乡,640422,
火石寨乡,640422215,火石寨乡,640422,
六盘山街道,640423001,六盘山街道,640423,
城关镇,640423100,城关镇,640423,
沙塘镇,640423101,沙塘镇,640423,
联财镇,640423102,联财镇,640423,
陈靳乡,640423200,陈靳乡,640423,
好水乡,640423201,好水乡,640423,
观庄乡,640423202,观庄乡,640423,
杨河乡,640423203,杨河乡,640423,
神林乡,640423204,神林乡,640423,
张程乡,640423205,张程乡,640423,
凤岭乡,640423206,凤岭乡,640423,
山河乡,640423207,山河乡,640423,
温堡乡,640423208,温堡乡,640423,
奠安乡,640423209,奠安乡,640423,
香水镇,640424100,香水镇,640424,
泾河源镇,640424101,泾河源镇,640424,
六盘山镇,640424102,六盘山镇,640424,
新民乡,640424200,新民乡,640424,
兴盛乡,640424201,兴盛乡,640424,
黄花乡,640424202,黄花乡,640424,
大湾乡,640424203,大湾乡,640424,
白阳镇,640425100,白阳镇,640425,
王洼镇,640425101,王洼镇,640425,
古城镇,640425102,古城镇,640425,
新集乡,640425200,新集乡,640425,
城阳乡,640425201,城阳乡,640425,
红河乡,640425202,红河乡,640425,
冯庄乡,640425203,冯庄乡,640425,
小岔乡,640425204,小岔乡,640425,
孟塬乡,640425205,孟塬乡,640425,
罗洼乡,640425206,罗洼乡,640425,
交岔乡,640425207,交岔乡,640425,
草庙乡,640425208,草庙乡,640425,
滨河镇,640502100,滨河镇,640502,
文昌镇,640502101,文昌镇,640502,
东园镇,640502102,东园镇,640502,
柔远镇,640502103,柔远镇,640502,
镇罗镇,640502104,镇罗镇,640502,
宣和镇,640502105,宣和镇,640502,
永康镇,640502106,永康镇,640502,
常乐镇,640502107,常乐镇,640502,
迎水桥镇,640502108,迎水桥镇,640502,
兴仁镇,640502109,兴仁镇,640502,
香山乡,640502200,香山乡,640502,
蒿川乡,640502201,蒿川乡,640502,
中卫山羊选育场,640502400,中卫山羊选育场,640502,
中卫工业园区,640502401,中卫工业园区,640502,
宁安镇,640521100,宁安镇,640521,
鸣沙镇,640521101,鸣沙镇,640521,
石空镇,640521102,石空镇,640521,
新堡镇,640521103,新堡镇,640521,
恩和镇,640521104,恩和镇,640521,
大战场镇,640521105,大战场镇,640521,
舟塔乡,640521200,舟塔乡,640521,
白马乡,640521201,白马乡,640521,
余丁乡,640521202,余丁乡,640521,
喊叫水乡,640521204,喊叫水乡,640521,
徐套乡,640521205,徐套乡,640521,
长山头农场,640521400,长山头农场,640521,
渠口农场,640521401,渠口农场,640521,
海城镇,640522100,海城镇,640522,
李旺镇,640522101,李旺镇,640522,
西安镇,640522103,西安镇,640522,
三河镇,640522104,三河镇,640522,
七营镇,640522105,七营镇,640522,
史店乡,640522200,史店乡,640522,
树台乡,640522201,树台乡,640522,
关桥乡,640522202,关桥乡,640522,
高崖乡,640522206,高崖乡,640522,
郑旗乡,640522207,郑旗乡,640522,
贾塘乡,640522208,贾塘乡,640522,
曹洼乡,640522209,曹洼乡,640522,
九彩乡,640522210,九彩乡,640522,
李俊乡,640522211,李俊乡,640522,
红羊乡,640522212,红羊乡,640522,
关庄乡,640522213,关庄乡,640522,
甘城乡,640522214,甘城乡,640522,
种羊场,640522400,种羊场,640522,
涵养林总场,640522401,涵养林总场,640522,
老城管理办公室,640522402,老城管理办公室,640522,
海原县工业物流园区,640522406,海原县工业物流园区,640522,
燕儿窝街道,650102002,燕儿窝街道,650102,
胜利路街道,650102003,胜利路街道,650102,
团结路街道,650102004,团结路街道,650102,
解放南路街道,650102005,解放南路街道,650102,
新华南路街道,650102006,新华南路街道,650102,
和平路街道,650102007,和平路街道,650102,
解放北路街道,650102008,解放北路街道,650102,
幸福路街道,650102009,幸福路街道,650102,
东门街道,650102010,东门街道,650102,
新华北路街道,650102011,新华北路街道,650102,
青年路街道,650102012,青年路街道,650102,
碱泉街道,650102013,碱泉街道,650102,
延安路街道,650102014,延安路街道,650102,
红雁街道,650102015,红雁街道,650102,
二道桥街道,650102400,二道桥街道,650102,
黑甲山街道,650102401,黑甲山街道,650102,
大湾街道,650102402,大湾街道,650102,
赛马场街道,650102403,赛马场街道,650102,
长江路街道,650103001,长江路街道,650103,
和田街街道,650103002,和田街街道,650103,
扬子江路街道,650103003,扬子江路街道,650103,
友好南路街道,650103004,友好南路街道,650103,
友好北路街道,650103005,友好北路街道,650103,
八一街道,650103006,八一街道,650103,
炉院街街道,650103007,炉院街街道,650103,
西山街道,650103008,西山街道,650103,
雅玛里克山街道,650103009,雅玛里克山街道,650103,
红庙子街道,650103010,红庙子街道,650103,
长胜东街道,650103011,长胜东街道,650103,
长胜西街道,650103012,长胜西街道,650103,
长胜南街道,650103013,长胜南街道,650103,
火车南站街道,650103014,火车南站街道,650103,
仓房沟片区街道,650103015,仓房沟片区街道,650103,
兵团农十二师一零四团,650103501,兵团农十二师一零四团,650103,
兵团十二师西山农场,650103502,兵团十二师西山农场,650103,
北京路街道,650104001,北京路街道,650104,
二工街道,650104002,二工街道,650104,
三工街道,650104003,三工街道,650104,
石油新村街道,650104004,石油新村街道,650104,
迎宾路街道,650104005,迎宾路街道,650104,
喀什东路街道,650104006,喀什东路街道,650104,
北站东路街道,650104007,北站东路街道,650104,
乌鲁木齐经济技术开发区街道,650104008,乌鲁木齐经济技术开发区街道,650104,
天津路街道,650104009,天津路街道,650104,
银川路街道,650104010,银川路街道,650104,
南纬路街道,650104011,南纬路街道,650104,
杭州路街道,650104012,杭州路街道,650104,
二工乡,650104200,二工乡,650104,
地窝堡乡,650104201,地窝堡乡,650104,
萨尔达坂乡,650104202,萨尔达坂乡,650104,
高新街街道,650104400,高新街街道,650104,
长春中路街道,650104401,长春中路街道,650104,
水磨沟街道,650105001,水磨沟街道,650105,
六道湾街道,650105002,六道湾街道,650105,
苇湖梁街道,650105003,苇湖梁街道,650105,
八道湾街道,650105004,八道湾街道,650105,
新民路街道,650105005,新民路街道,650105,
南湖南路街道,650105006,南湖南路街道,650105,
南湖北路街道,650105007,南湖北路街道,650105,
七道湾街道,650105008,七道湾街道,650105,
水磨沟区农村事务管理办公室,650105400,水磨沟区农村事务管理办公室,650105,
头屯河街道,650106001,头屯河街道,650106,
火车西站街道,650106002,火车西站街道,650106,
王家沟街道,650106003,王家沟街道,650106,
乌昌路街道,650106004,乌昌路街道,650106,
北站西路街道,650106005,北站西路街道,650106,
头屯河区乡类似乡镇单位,650106198,头屯河区乡类似乡镇单位,650106,
兵团十二师三坪农场,650106501,兵团十二师三坪农场,650106,
兵团十二师五一农场,650106502,兵团十二师五一农场,650106,
新疆兵团十二师头屯河农场,650106503,新疆兵团十二师头屯河农场,650106,
艾维尔沟街道,650107001,艾维尔沟街道,650107,
乌拉泊街道,650107004,乌拉泊街道,650107,
达坂城区盐湖街道,650107006,达坂城区盐湖街道,650107,
达坂城镇,650107100,达坂城镇,650107,
东沟乡,650107200,东沟乡,650107,
西沟乡,650107201,西沟乡,650107,
阿克苏乡,650107202,阿克苏乡,650107,
柴窝堡管委会,650107400,柴窝堡管委会,650107,
石化街道,650109001,石化街道,650109,
地磅街道,650109002,地磅街道,650109,
卡子湾街道,650109003,卡子湾街道,650109,
古牧地东路街道,650109004,古牧地东路街道,650109,
古牧地西路街道,650109005,古牧地西路街道,650109,
南路街道,650109006,南路街道,650109,
古牧地镇,650109100,古牧地镇,650109,
铁厂沟镇,650109101,铁厂沟镇,650109,
长山子镇,650109102,长山子镇,650109,
羊毛工镇,650109103,羊毛工镇,650109,
三道坝镇,650109104,三道坝镇,650109,
柏杨河乡,650109200,柏杨河乡,650109,
芦草沟乡,650109201,芦草沟乡,650109,
水西沟镇,650121100,水西沟镇,650121,
萨尔达坂乡,650121207,萨尔达坂乡,650121,
甘沟乡,650121208,甘沟乡,650121,
永丰乡,650121210,永丰乡,650121,
板房沟乡,650121212,板房沟乡,650121,
托里乡,650121213,托里乡,650121,
金山路街道,650202001,金山路街道,650202,
西宁路街道,650202002,西宁路街道,650202,
新北区街道,650202003,新北区街道,650202,
天山路街道,650203001,天山路街道,650203,
胜利路街道,650203002,胜利路街道,650203,
昆仑路街道,650203003,昆仑路街道,650203,
银河路街道,650203004,银河路街道,650203,
金龙镇街道,650203005,金龙镇街道,650203,
五五新镇街道,650203006,五五新镇街道,650203,
小拐乡,650203200,小拐乡,650203,
农业开发区,650203400,农业开发区,650203,
兵团一二九团,650203506,兵团一二九团,650203,
兵团一三六团,650203530,兵团一三六团,650203,
中兴路街道,650204001,中兴路街道,650204,
三平路街道,650204002,三平路街道,650204,
柳树街街道,650205001,柳树街街道,650205,
乌尔禾镇,650205200,乌尔禾镇,650205,
兵团一三七团,650205509,兵团一三七团,650205,
老城街道,650402001,老城街道,650402,
高昌街道,650402002,高昌街道,650402,
葡萄沟街道,650402003,葡萄沟街道,650402,
七泉湖镇,650402100,七泉湖镇,650402,
大河沿镇,650402101,大河沿镇,650402,
亚尔镇,650402200,亚尔镇,650402,
艾丁湖乡,650402201,艾丁湖乡,650402,
葡萄乡,650402202,葡萄乡,650402,
恰特喀勒乡,650402203,恰特喀勒乡,650402,
二堡乡,650402204,二堡乡,650402,
三堡乡,650402205,三堡乡,650402,
胜金乡,650402206,胜金乡,650402,
红柳河园艺场,650402400,红柳河园艺场,650402,
原种场,650402401,原种场,650402,
兵团二二一团,650402502,兵团二二一团,650402,
鄯善镇,650421100,鄯善镇,650421,
七克台镇,650421101,七克台镇,650421,
火车站镇,650421102,火车站镇,650421,
连木沁镇,650421103,连木沁镇,650421,
鲁克沁镇,650421104,鲁克沁镇,650421,
辟展乡,650421200,辟展乡,650421,
东巴扎回族民族乡,650421201,东巴扎回族民族乡,650421,
吐峪沟乡,650421202,吐峪沟乡,650421,
达浪坎乡,650421203,达浪坎乡,650421,
迪坎乡,650421204,迪坎乡,650421,
南山矿区,650421400,南山矿区,650421,
园艺场,650421500,园艺场,650421,
托克逊镇,650422100,托克逊镇,650422,
库米什镇,650422101,库米什镇,650422,
库加依镇,650422102,库加依镇,650422,
阿乐惠镇,650422103,阿乐惠镇,650422,
夏乡,650422200,夏乡,650422,
郭勒布依乡,650422201,郭勒布依乡,650422,
伊拉湖乡,650422202,伊拉湖乡,650422,
博斯坦乡,650422203,博斯坦乡,650422,
东河区街道,650502001,东河区街道,650502,
西河区街道,650502002,西河区街道,650502,
新市区街道,650502003,新市区街道,650502,
丽园街道,650502004,丽园街道,650502,
石油新城街道,650502005,石油新城街道,650502,
雅满苏镇,650502100,雅满苏镇,650502,
七角井镇,650502101,七角井镇,650502,
星星峡镇,650502102,星星峡镇,650502,
二堡镇,650502103,二堡镇,650502,
陶家宫镇,650502104,陶家宫镇,650502,
五堡镇,650502105,五堡镇,650502,
沁城乡,650502200,沁城乡,650502,
乌拉台哈萨克民族乡,650502201,乌拉台哈萨克民族乡,650502,
双井子乡,650502202,双井子乡,650502,
大泉湾乡,650502203,大泉湾乡,650502,
回城乡,650502205,回城乡,650502,
花园乡,650502206,花园乡,650502,
南湖乡,650502207,南湖乡,650502,
德外里都如克哈萨克乡,650502209,德外里都如克哈萨克乡,650502,
西山乡,650502210,西山乡,650502,
天山乡,650502211,天山乡,650502,
白石头乡,650502212,白石头乡,650502,
柳树沟乡,650502214,柳树沟乡,650502,
三道岭矿区,650502401,三道岭矿区,650502,
巴里坤县山南开发区,650502402,巴里坤县山南开发区,650502,
伊吾县山南开发区,650502403,伊吾县山南开发区,650502,
西戈壁农业综合开发区,650502404,西戈壁农业综合开发区,650502,
哈密伊吾马场,650502405,哈密伊吾马场,650502,
哈密工业园区,650502406,哈密工业园区,650502,
兵团红星一场,650502500,兵团红星一场,650502,
兵团红星二场,650502501,兵团红星二场,650502,
兵团红星四场,650502502,兵团红星四场,650502,
兵团黄田农场,650502503,兵团黄田农场,650502,
兵团火箭农场,650502504,兵团火箭农场,650502,
兵团柳树泉农场,650502505,兵团柳树泉农场,650502,
巴里坤镇,650521100,巴里坤镇,650521,
博尔羌吉镇,650521101,博尔羌吉镇,650521,
大河镇,650521102,大河镇,650521,
奎苏镇,650521103,奎苏镇,650521,
萨尔乔克乡,650521200,萨尔乔克乡,650521,
海子沿乡,650521201,海子沿乡,650521,
下涝坝乡,650521202,下涝坝乡,650521,
石人子乡,650521205,石人子乡,650521,
花园乡,650521206,花园乡,650521,
三塘湖乡,650521207,三塘湖乡,650521,
大红柳峡乡,650521208,大红柳峡乡,650521,
八墙子乡,650521209,八墙子乡,650521,
良种繁育场,650521400,良种繁育场,650521,
黄土场开发区,650521401,黄土场开发区,650521,
兵团红山农场,650521500,兵团红山农场,650521,
伊吾镇,650522100,伊吾镇,650522,
淖毛湖镇,650522101,淖毛湖镇,650522,
盐池镇,650522102,盐池镇,650522,
苇子峡乡,650522201,苇子峡乡,650522,
下马崖乡,650522202,下马崖乡,650522,
吐葫芦乡,650522204,吐葫芦乡,650522,
前山哈萨克民族乡,650522205,前山哈萨克民族乡,650522,
兵团淖毛湖农场,650522500,兵团淖毛湖农场,650522,
宁边路街道,652301001,宁边路街道,652301,
延安北路街道,652301002,延安北路街道,652301,
北京南路街道,652301003,北京南路街道,652301,
建国路街道,652301004,建国路街道,652301,
中山路街道,652301005,中山路街道,652301,
绿洲路街道,652301006,绿洲路街道,652301,
硫磺沟镇,652301100,硫磺沟镇,652301,
三工镇,652301101,三工镇,652301,
榆树沟镇,652301102,榆树沟镇,652301,
二六工镇,652301103,二六工镇,652301,
大西渠镇,652301104,大西渠镇,652301,
六工镇,652301105,六工镇,652301,
滨湖镇,652301106,滨湖镇,652301,
佃坝镇,652301107,佃坝镇,652301,
阿什里哈萨克民族乡,652301202,阿什里哈萨克民族乡,652301,
庙尔沟乡,652301203,庙尔沟乡,652301,
新疆昌吉国家农业科技园区,652301400,新疆昌吉国家农业科技园区,652301,
昌吉市北部荒漠生态保护管理站,652301401,昌吉市北部荒漠生态保护管理站,652301,
兵团共青团农场,652301503,兵团共青团农场,652301,
兵团军户农场,652301504,兵团军户农场,652301,
博峰街街道,652302001,博峰街街道,652302,
阜新街街道,652302002,阜新街街道,652302,
准东街道,652302003,准东街道,652302,
甘河子镇,652302100,甘河子镇,652302,
城关镇,652302101,城关镇,652302,
九运街镇,652302102,九运街镇,652302,
滋泥泉子镇,652302103,滋泥泉子镇,652302,
上户沟哈萨克民族乡,652302201,上户沟哈萨克民族乡,652302,
水磨沟乡,652302202,水磨沟乡,652302,
三工河哈萨克民族乡,652302205,三工河哈萨克民族乡,652302,
兵团农六师土墩子农场,652302503,兵团农六师土墩子农场,652302,
兵团六运湖农场,652302504,兵团六运湖农场,652302,
兵团二二二团农场,652302505,兵团二二二团农场,652302,
呼图壁镇,652323100,呼图壁镇,652323,
大丰镇,652323101,大丰镇,652323,
雀尔沟镇,652323102,雀尔沟镇,652323,
二十里店镇,652323103,二十里店镇,652323,
园户村镇,652323104,园户村镇,652323,
五工台镇,652323105,五工台镇,652323,
石梯子哈萨克民族乡,652323201,石梯子哈萨克民族乡,652323,
县良种繁育场,652323401,县良种繁育场,652323,
干河子林场,652323402,干河子林场,652323,
呼图壁种牛场,652323405,呼图壁种牛场,652323,
兵团一零五团,652323520,兵团一零五团,652323,
兵团一零六团,652323521,兵团一零六团,652323,
兵团芳草湖总场,652323523,兵团芳草湖总场,652323,
玛纳斯镇,652324100,玛纳斯镇,652324,
乐土驿镇,652324101,乐土驿镇,652324,
包家店镇,652324102,包家店镇,652324,
凉州户镇,652324103,凉州户镇,652324,
北五岔镇,652324104,北五岔镇,652324,
六户地镇,652324105,六户地镇,652324,
兰州湾镇,652324106,兰州湾镇,652324,
广东地乡,652324201,广东地乡,652324,
清水河子哈萨克民族乡,652324202,清水河子哈萨克民族乡,652324,
塔西河哈萨克民族乡,652324203,塔西河哈萨克民族乡,652324,
旱卡子滩哈萨克民族乡,652324204,旱卡子滩哈萨克民族乡,652324,
玛电工业区,652324400,玛电工业区,652324,
园艺场,652324401,园艺场,652324,
自治区林业厅玛纳斯平原林场,652324402,自治区林业厅玛纳斯平原林场,652324,
新疆农科院玛纳斯试验站,652324403,新疆农科院玛纳斯试验站,652324,
兵团农六师新湖农场,652324520,兵团农六师新湖农场,652324,
兵团一四七团,652324521,兵团一四七团,652324,
兵团一四八团,652324522,兵团一四八团,652324,
兵团一四九团,652324523,兵团一四九团,652324,
兵团一五零团,652324524,兵团一五零团,652324,
奇台镇,652325100,奇台镇,652325,
老奇台镇,652325101,老奇台镇,652325,
半截沟镇,652325102,半截沟镇,652325,
吉布库镇,652325103,吉布库镇,652325,
东湾镇,652325104,东湾镇,652325,
西地镇,652325105,西地镇,652325,
碧流河乡,652325200,碧流河乡,652325,
西北湾乡,652325201,西北湾乡,652325,
坎尔孜乡,652325202,坎尔孜乡,652325,
五马场乡,652325203,五马场乡,652325,
古城乡,652325204,古城乡,652325,
乔仁乡,652325205,乔仁乡,652325,
七户乡,652325206,七户乡,652325,
三个庄子镇,652325207,三个庄子镇,652325,
塔塔尔乡,652325208,塔塔尔乡,652325,
兵团奇台农场,652325503,兵团奇台农场,652325,
兵团农六师北塔山牧场,652325504,兵团农六师北塔山牧场,652325,
吉木萨尔镇,652327100,吉木萨尔镇,652327,
三台镇,652327101,三台镇,652327,
泉子街镇,652327102,泉子街镇,652327,
北庭镇,652327103,北庭镇,652327,
二工镇,652327104,二工镇,652327,
大有镇,652327105,大有镇,652327,
庆阳湖乡,652327202,庆阳湖乡,652327,
老台乡,652327203,老台乡,652327,
新地乡,652327205,新地乡,652327,
五彩湾工业园区,652327400,五彩湾工业园区,652327,
兵团农六师红旗农场,652327500,兵团农六师红旗农场,652327,
木垒镇,652328100,木垒镇,652328,
木垒县西吉尔镇,652328101,木垒县西吉尔镇,652328,
木垒县东城镇,652328102,木垒县东城镇,652328,
英格堡乡,652328200,英格堡乡,652328,
照壁山乡,652328201,照壁山乡,652328,
新户乡,652328202,新户乡,652328,
雀仁乡,652328203,雀仁乡,652328,
白杨河乡,652328204,白杨河乡,652328,
大石头乡,652328205,大石头乡,652328,
大南沟乌孜别克乡,652328206,大南沟乌孜别克乡,652328,
博斯坦乡,652328207,博斯坦乡,652328,
良种繁育场,652328400,良种繁育场,652328,
克热克库都克牧场,652328401,克热克库都克牧场,652328,
青得里街道,652701001,青得里街道,652701,
顾里木图街道,652701002,顾里木图街道,652701,
南城区街道,652701004,南城区街道,652701,
小营盘镇,652701100,小营盘镇,652701,
达勒特镇,652701101,达勒特镇,652701,
乌图布拉格镇,652701102,乌图布拉格镇,652701,
青得里乡,652701200,青得里乡,652701,
贝林哈日莫墩乡,652701201,贝林哈日莫墩乡,652701,
阿热勒托海牧场,652701400,阿热勒托海牧场,652701,
香班哈日根牧场,652701407,香班哈日根牧场,652701,
五台工业园区,652701408,五台工业园区,652701,
阿拉套街道,652702001,阿拉套街道,652702,
艾比湖镇,652702002,艾比湖镇,652702,
精河镇,652722100,精河镇,652722,
大河沿子镇,652722101,大河沿子镇,652722,
茫丁乡,652722200,茫丁乡,652722,
托里镇,652722201,托里镇,652722,
托托乡,652722202,托托乡,652722,
阿合其农场,652722400,阿合其农场,652722,
八家户农场,652722401,八家户农场,652722,
兵团八十三团,652722503,兵团八十三团,652722,
兵团九十一团,652722504,兵团九十一团,652722,
博格达尔镇,652723100,博格达尔镇,652723,
哈日布呼镇,652723101,哈日布呼镇,652723,
安格里格镇,652723200,安格里格镇,652723,
查干屯格乡,652723201,查干屯格乡,652723,
扎勒木特乡,652723202,扎勒木特乡,652723,
塔秀乡,652723203,塔秀乡,652723,
呼和托哈种畜场,652723400,呼和托哈种畜场,652723,
昆得仑牧场,652723401,昆得仑牧场,652723,
孟克牧场,652723402,孟克牧场,652723,
兵团八十七团,652723502,兵团八十七团,652723,
兵团八十八团,652723503,兵团八十八团,652723,
团结街道,652801001,团结街道,652801,
萨依巴格街道,652801002,萨依巴格街道,652801,
天山街道,652801003,天山街道,652801,
新城街道,652801004,新城街道,652801,
建设街道,652801005,建设街道,652801,
塔什店镇,652801100,塔什店镇,652801,
上户镇,652801101,上户镇,652801,
库尔勒市西尼尔镇,652801102,库尔勒市西尼尔镇,652801,
铁克其乡,652801200,铁克其乡,652801,
恰尔巴格乡,652801201,恰尔巴格乡,652801,
英下乡,652801202,英下乡,652801,
库尔勒市兰干乡,652801203,库尔勒市兰干乡,652801,
和什力克乡,652801204,和什力克乡,652801,
哈拉玉宫乡,652801205,哈拉玉宫乡,652801,
阿瓦提乡,652801206,阿瓦提乡,652801,
库尔勒市托布力其乡,652801207,库尔勒市托布力其乡,652801,
普惠乡,652801208,普惠乡,652801,
库尔楚园艺场,652801400,库尔楚园艺场,652801,
包头湖农场,652801401,包头湖农场,652801,
普惠农场,652801402,普惠农场,652801,
巴州阿瓦提农场,652801403,巴州阿瓦提农场,652801,
巴州沙依东园艺场,652801404,巴州沙依东园艺场,652801,
巴州奶牛场,652801408,巴州奶牛场,652801,
普惠牧场,652801409,普惠牧场,652801,
经济牧场,652801410,经济牧场,652801,
良种场,652801411,良种场,652801,
兵团二十九团,652801501,兵团二十九团,652801,
轮台镇,652822100,轮台镇,652822,
轮南镇,652822101,轮南镇,652822,
群巴克镇,652822102,群巴克镇,652822,
阳霞镇,652822103,阳霞镇,652822,
哈尔巴克乡,652822201,哈尔巴克乡,652822,
野云沟乡,652822202,野云沟乡,652822,
阿克萨来乡,652822203,阿克萨来乡,652822,
塔尔拉克乡,652822204,塔尔拉克乡,652822,
草湖乡,652822205,草湖乡,652822,
铁热克巴扎乡,652822206,铁热克巴扎乡,652822,
策达雅乡,652822207,策达雅乡,652822,
尉犁镇,652823100,尉犁镇,652823,
塔里木乡,652823200,塔里木乡,652823,
兴平乡,652823201,兴平乡,652823,
团结乡,652823202,团结乡,652823,
墩阔坦乡,652823203,墩阔坦乡,652823,
喀尔曲尕乡,652823204,喀尔曲尕乡,652823,
阿克苏普乡,652823205,阿克苏普乡,652823,
古勒巴格乡,652823206,古勒巴格乡,652823,
兵团三十一团,652823501,兵团三十一团,652823,
农二师三十三团,652823502,农二师三十三团,652823,
兵团三十四团,652823503,兵团三十四团,652823,
若羌镇,652824100,若羌镇,652824,
依吞布拉克镇,652824101,依吞布拉克镇,652824,
罗布泊镇,652824102,罗布泊镇,652824,
瓦石峡镇,652824103,瓦石峡镇,652824,
铁干里克乡,652824200,铁干里克乡,652824,
吾塔木乡,652824201,吾塔木乡,652824,
铁木里克乡,652824203,铁木里克乡,652824,
